"Name","Version","FirstDate","FirstBucket","LastDate","LastBucket","Description"
"__template","0","2023-02-01T02:09:04Z","mo-san/scoop-bucket","2023-02-01T02:09:04Z","mo-san/scoop-bucket",""
"010editor","13.0.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Professional text and hex editor with Binary Templates technology."
"0ad","0.0.26","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Free and open source strategy game of ancient warfare"
"0cc-famitracker","0315r3","2023-02-04T00:51:29Z","skellygore/scoop-bucket","2023-02-04T00:51:29Z","skellygore/scoop-bucket","0CC-FamiTracker is a backward-compatible extension of FamiTracker that includes various bug fixes and new features that are also supported in exported NSFs."
"0x0","1.0.0","2021-04-29T18:19:38Z","alextwothousand/scoop-bucket","2021-04-29T18:19:38Z","alextwothousand/scoop-bucket",""
"10x-np","0.35.88","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A fast performing, feature packed C++ editor/IDE."
"115","2.0.2.9","2023-02-06T09:33:13Z","echoiron/echo-scoop","2023-02-06T09:33:13Z","echoiron/echo-scoop","提供文件、通讯录、相册、我听等一系列智能高效的数据存储、记录管理服务"
"11game-platform","2.6.0.27","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","11对战平台: 上海青蔓网络科技有限公司匠心出品"
"163MusicLyrics","5.8","2023-02-06T13:12:02Z","ygguorun/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Windows 云音乐歌词获取【网易云、QQ音乐】"
"1964","1.1","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","1964 Emulator has now ceased active development, but was at one point regarded as one of the best Nintendo 64 Emulators around, making use of an extremely fast recompiler core that gave it an edge in performance."
"1by1","2.05","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Directory Player: directly plays folder contents."
"1by1-Portable","2.05","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","1by1. Directory Player: directly plays folder contents."
"1Clipboard","0.1.8","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"1fichier-dl","0.1.5","2023-02-06T16:26:46Z","Brawl345/scoop-bucket","2023-02-06T16:26:46Z","Brawl345/scoop-bucket","1Fichier Download Manager."
"1history","0.3.1","2023-02-04T06:02:30Z","younger-1/scoop-it","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A command line tool to backup your histories of different browsers into one place."
"1Password","latest","2022-11-30T05:24:07Z","doamatto/scoop-bucket","2022-11-30T05:24:07Z","doamatto/scoop-bucket","Password manager that keeps all passwords secure behind one password"
"1password-cli","2.13.1","2023-01-28T01:55:30Z","mjaroszek/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","The 1Password command-line tool makes your 1Password account accessible entirely from the command line."
"1password-cli1","1.12.5","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","The 1Password command-line tool makes your 1Password account accessible entirely from the command line (v1)"
"2048Portable","2.2","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","number tiled puzzle game"
"2345pic","10.9.1.9791","2023-02-06T09:33:13Z","echoiron/echo-scoop","2023-02-06T09:33:13Z","echoiron/echo-scoop","2345看图王是2345推出的一款速度超快并且格式兼容超多的高清看图软件，支持多达95种格式图片的查看"
"2XClient","12.0_build_2193","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Remote server & RDP"
"3270-NF","2.3.3","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Nerd Fonts patched '3270' Font family. (Normal version, Nerd Fonts Symbol/Icon could be 1 or 2 cell wide)"
"3270-NF-Mono","2.3.3","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Nerd Fonts patched '3270' Font family. (Monospace version, Nerd Fonts Symbol/Icon will be always 1 cell wide)"
"360Chrome","13.5.1060.0","2023-02-06T05:16:33Z","kkzzhizhou/scoop-zapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","360极速浏览器最初是由世界之窗浏览器团队基于 Chromium 内核开发的一款极速双核浏览器，支持 Chromium 及 IE 内核，提供了极速模式、兼容模式、IE模式三种浏览模式。"
"360chrome-portable","13.5.1060.0","2022-05-07T12:57:09Z","hetingde/Meta","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","360 Extreme Browser, Chromium86 kernel."
"360chromex-portable","21.0.1180.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","360 Extreme Browser X, Chromium95 kernel."
"360desktoplite","11.0.0.1841","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An efficiency tool for the office community."
"360DrvMgr","2.0.0.1370","2023-02-01T22:08:43Z","Paxxs/Cluttered-bucket","2023-02-04T04:00:54Z","SayCV/scoop-cvp","360驱动大师是一款专业解决驱动安装更新软件，百万级的驱动库支持，驱动安装一键化，无需手动操作，首创的驱动体检技术，让你更直观了解您电脑的状态，强大的云安全中心让保证您所下载的驱动不带病毒，快一点，再快一点，体验一键化安装和升级的乐趣，驱动大师陪你一路行。"
"360filebrowser-portable","1.0.0.1080","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","360FileBrowser is a single window multi-label resource manager, which improves the operational efficiency of using all kinds of folders."
"360NetRepair","2.0.0.1011","2023-02-06T05:16:33Z","kkzzhizhou/scoop-zapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"360zip","4.0.0.1410","2022-05-07T12:57:09Z","hetingde/Meta","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","360 压缩(支持压缩包内连续看图) - qiuquan 去广告精简版"
"3d-fix-manager","1.85","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Tool for Installing Nvidia 3D Vision Fixes and changing 3D related settings such as 3D depth and convergence while gaming."
"3dmoo","20140603","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","3dmoo is an open-source Nintendo 3DS emulator released on May 17, 2014 for Windows and Linux. It can run commercial Nintendo 3DS games, albeit very, very slowly, and most games frequently crash."
"3dnes","1.2.1","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","3DNes is an emulator that renders Nintendo Entertainment System games in 3D with a VR option on the way. If you really want to see something a bit special, it's definitely worth trying this emulator."
"3doplay","1.8.2","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","3DOplay is a Russian emulator for the Panasonic 3DO forked from the FreeDO sources."
"3dscontroller","0.7.2","2023-01-05T07:09:09Z","WiiDatabase/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An all-in-one tool for extracting/creating 3ds roms."
"3dsMax2021","2021","2020-09-01T09:57:23Z","L-Trump/scoop-raresoft","2020-09-01T09:57:23Z","L-Trump/scoop-raresoft","Autodesk 3ds Max，欧特克三维建模软件，三维动画渲染和制作软件。Autodesk® 3ds Max 是一款全球专业的三维动画、渲染和模型动画软件，3D动画建模和渲染软件。通过高效、灵活的工具组合广泛应用在广告、影视行业、工业设计、建筑设计、三维内容、多媒体制作、游戏、辅助教学以及工程可视化等领域。"
"3dstool","1.2.6","2021-06-04T17:30:18Z","mogeko/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An all-in-one tool for extracting/creating 3ds roms."
"3dtile","0.4","2023-02-02T04:36:00Z","scoopcn/scoopcn","2023-02-02T04:36:00Z","scoopcn/scoopcn","The fastest tools for 3dtiles convert in the world!"
"3proxy","0.9.4","2023-01-30T01:34:22Z","BrokeThink/ScoopBucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A tiny free proxy server."
"3rvx","2.9.2","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Skinnable volume controller and OSD."
"4dnat","0.0.5","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A DNAT tool that works on OSI Layer 4."
"4do","1.3.2.4","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","4DO is an open-source, low-level emulator based on the FreeDO source code. This is one of the best emulators for the 3DO."
"4gb-patch","1.0.0.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Patches x86 executables in order to let them have 4GB (instead of only 2) of virtual memory on x64 platforms."
"4k-stogram","4.4.2","2023-02-03T20:08:32Z","starise/Scoop-Confetti","2023-02-03T20:08:32Z","starise/Scoop-Confetti","Download Instagram photos, accounts, hashtags and locations."
"4k-videodownloader","4.23.0","2023-02-03T20:08:32Z","starise/Scoop-Confetti","2023-02-03T20:08:32Z","starise/Scoop-Confetti","Download videos, playlists, channels and subtitles from YouTube, Facebook, Vimeo and other video sites in high quality."
"4k-videotomp3","3.0.1","2023-02-03T20:08:32Z","starise/Scoop-Confetti","2023-02-03T20:08:32Z","starise/Scoop-Confetti","Convert any video to MP3, M4A, OGG, fully free, safely and easily."
"4k-youtubetomp3","4.8.0","2023-02-03T20:08:32Z","starise/Scoop-Confetti","2023-02-03T20:08:32Z","starise/Scoop-Confetti","Download audio in MP3, M4A, OGG from YouTube, Soundcloud, Vimeo, Instagram, Facebook, Dailymotion, Twitch and more."
"4KSlideshowMaker-Install","2.0.1.1055","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","4K Slideshow Maker. Create impressive slideshows, save your memories."
"4KSlideshowMaker-Portable","2.0.1.1055","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","4K Slideshow Maker. Create impressive slideshows, save your memories."
"4kvideodownloader","4.23.0.5200","2023-02-06T09:33:13Z","echoiron/echo-scoop","2023-02-06T09:33:13Z","echoiron/echo-scoop","Free Video Downloader"
"4KVideoDownloader-Install","4.23.0.5200","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","4K Video Downloader. Allows downloading videos, playlists, channels and subtitles from YouTube, Facebook, Vimeo and other video sites in high quality."
"4KVideoDownloader-Portable","4.23.0.5200","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","4K Video Downloader. Allows downloading videos, playlists, channels and subtitles from YouTube, Facebook, Vimeo and other video sites in high quality."
"4nxci","4.03","2023-01-05T07:09:09Z","WiiDatabase/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","4NXCI is a tool for converting XCI(NX Card Image) files to NSP"
"4stAttackPortable","2.0","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","4-in-a-row puzzle game"
"52od","0.3","2022-06-15T06:44:46Z","zzhaq/scoop-av","2022-06-15T06:44:46Z","zzhaq/scoop-av","52pojie ollydbg"
"5KPlayer","6.9","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"64gram","1.0.66","2023-02-06T12:02:33Z","HUMORCE/nuke","2023-02-06T15:18:48Z","hoilc/scoop-lemon","Telegram Desktop enhanced edition.(unofficial)"
"64gram_fixed","1.0.66","2023-02-06T12:59:19Z","Zliced13/MyScoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Unofficial Telegram Desktop with some enhancements."
"64gram-beta","1.0.56","2023-02-06T14:09:29Z","DoveBoy/Apps","2023-02-06T14:09:29Z","DoveBoy/Apps","Unofficial Telegram Desktop."
"64tass","1.58.2974","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An assembler for the legendary 6502 processor and it's derivatives "
"7-zip-zstd-aoks","22.01-v1.5.2-R1","2023-02-06T16:40:27Z","AntonOks/scoop-aoks","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","7-Zip support for Brotli, Fast-LZMA2, Lizard, LZ4, LZ5 and Zstandard."
"7-ZipPortable","22.01","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","File archiver, compressor"
"7800basic","0.22","2023-02-05T00:02:51Z","littleli/Scoop-littleli","2023-02-05T00:02:51Z","littleli/Scoop-littleli","A BASIC-like language for creating games that run on the Atari 7800 console"
"7kaa","2.15.5","2022-06-16T13:28:29Z","Jeddunk/scoop-bucket","2022-06-16T13:28:29Z","Jeddunk/scoop-bucket","Seven Kingdoms: Ancient Adversaries"
"7tsp","0.6","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","7TSP (Se7en Theme Source Patcher) is a tool to modify themes on Windows 7, 8 10 and 11."
"7tt","5.14.1","2023-02-05T23:37:44Z","huangnauh/carrot","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Allows you to configure various aspects of the Windows taskbar."
"7z-zstd","21.03","2021-11-22T10:05:32Z","iamsilvio/scoop-bucket-deleteonerror","2021-11-22T10:05:32Z","iamsilvio/scoop-bucket-deleteonerror","A multi-format file archiver with high compression ratios"
"7zConf","latest","2023-01-06T07:11:01Z","yzlc/scoop","2023-01-06T07:11:01Z","yzlc/scoop","7zConf"
"7zip","22.01","2022-11-19T02:26:24Z","Vedabahu/mybucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A multi-format file archiver with high compression ratios"
"7zip-alpha","21.02","2022-08-03T00:15:01Z","DavidBrockmeier/bucket","2022-08-03T00:15:01Z","DavidBrockmeier/bucket","A multi-format file archiver with high compression ratios"
"7zip-aoks","22.01","2023-02-06T16:40:27Z","AntonOks/scoop-aoks","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A multi-format file archiver with high compression ratios"
"7zip-beta","22.01","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Multi-format compression/decompression tool (beta version)"
"7zip-extra","2201","2023-02-06T00:08:34Z","naderi/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Standalone console version of 7-Zip (7za.exe & DLLs)"
"7zip-install","22.01","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","7-Zip. A multi-format file archiver with high compression ratios"
"7zip-lzma","2201","2023-02-06T00:08:34Z","naderi/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","The LZMA SDK provides the documentation, samples, header files, libraries, and tools you need to develop applications that use LZMA compression."
"7zip-np","22.01","2023-02-04T20:14:38Z","DragonightFury/DragonightFuryScoopBucket","2023-02-04T20:14:38Z","DragonightFury/DragonightFuryScoopBucket","A multi-format file archiver with high compression ratios"
"7zip-nsis","22.01","2023-02-06T12:02:33Z","HUMORCE/nuke","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","7zip with NSIS script decompliling."
"7zip-zs","22.01-v1.5.2-R1","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","7-Zip with support for Brotli, Fast-LZMA2, Lizard, LZ4, LZ5 and Zstandard."
"7zip-zstd","v22.01-v1.5.2-R1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Multi-format compression/decompression tool with brotli and other codecs (beta version)"
"7zip-zstd-sdu","21.03-v1.5.0-R2","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Multi-format compression/decompression tool with brotli and other codecs (beta version)"
"7zip@16.04","16.04","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"7zip@18.04","18.05","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A multi-format file archiver with high compression ratios"
"7zip@19.00","19.00","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A multi-format file archiver with high compression ratios"
"7zip@21.02+zs","21.02+zs","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","7-Zip with support for Zstandard, Brotli, Lz4, Lz5 and Lizard Compression"
"7zip@21.03+zs","21.03+zs","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","7-Zip with support for Zstandard, Brotli, Lz4, Lz5 and Lizard Compression"
"7zip@9.38","9.38","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"7zip19.00-helper","19.00","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","7-Zip 19.00 helper package (for extracting files in other packages)"
"7ZipBeta-Portable","22.01","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","7-Zip Beta. Multi-format compression/decompression tool (beta version)"
"7zTC","2.5","2023-02-06T16:40:57Z","brian6932/dank-scoop","2023-02-06T16:40:57Z","brian6932/dank-scoop","Easy-to-use 7-Zip/NanaZip manager for toolbar, file-types and icons."
"7ztm","2.1.1","2023-02-04T09:48:34Z","seumsc/scoop-seu","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Theme manager for 7-Zip"
"80five","x.xx","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","MarioNES / 80five is a Nintendo Entertainment System emulator."
"86box","3.11","2023-02-06T12:54:32Z","amorphobia/siku","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","86Box is an IBM PC system emulator that specializes in running old operating systems and software designed for IBM PC systems and compatibles from 1981 through fairly recent system designs based on the PCI bus."
"86box-manager","1.7.4","2023-02-06T12:54:32Z","amorphobia/siku","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","86Box Manager is an optional configuration manager for the 86Box emulator."
"86box-romset","3.11","2023-02-06T12:54:32Z","amorphobia/siku","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","ROMs needed by the 86Box emulator"
"88va","0.80406","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","88VA Eternal Grafx is a NEC PC-88VA, NEC PC-88VA2, NEC PC-9801VM, NEC PC-9801VX and Epson PC-286 (PC-98 compatible personal computer) emulator based on Neko Project II. NOTE: Website and Help File are in Japanese."
"8bitdo-updater","nightly","2023-02-06T17:40:34Z","maokwen/scoop-bucket","2023-02-06T17:40:34Z","maokwen/scoop-bucket","Firmware upgrade tool for 8ButDo controllers"
"8gadgetpack-np","36.0","2023-02-02T20:06:30Z","TheRandomLabs/scoop-nonportable","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Gadgets for Windows."
"8uftp","3.8.2.0","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"9pm","1.0","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A Windows port of a number of plan 9 utilities."
"a5m2","2.17.4","2023-02-04T00:16:20Z","toruuetani/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A5:SQL Mk-2"
"a5m2_read","2.17.2","2022-10-17T08:42:52Z","ClaudiaHeart/scoop-bucket-claudiaheart","2022-10-17T08:42:52Z","ClaudiaHeart/scoop-bucket-claudiaheart","A5M2 for Readonly version, High-performance and lightweight general-purpose SQL client"
"a5m2beta","2.18.0_beta47","2023-02-05T22:39:12Z","ba230t/scoop-bucket","2023-02-05T22:39:12Z","ba230t/scoop-bucket",""
"a5m2r","2.17.2","2023-02-02T19:16:26Z","tk-watanabe-tch/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","SQL Development Environment & ER Diagram Tool (Read Only Version)."
"a7800","5.2","2023-02-05T18:30:14Z","littleli/Scoop-AtariEmulators","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An Atari 7800 emulator"
"AAct","4.2","2020-09-01T09:57:23Z","L-Trump/scoop-raresoft","2020-09-01T09:57:23Z","L-Trump/scoop-raresoft","操作简单的Windows优化工具"
"aapt2","7.4.0-alpha08-8691043","2023-02-06T00:12:44Z","chawyehsu/dorado","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Android Asset Packaging Tool 2."
"aardio","35.64.0","2023-02-06T12:55:28Z","issaclin32/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A Windows desktop rapid programming platform"
"aaru","5.3.2","2023-02-06T16:38:44Z","cc713/ownscoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Aaru is a fully featured media dump management solution. "
"abaddon","0.1.9","2023-02-06T16:40:57Z","brian6932/dank-scoop","2023-02-06T16:40:57Z","brian6932/dank-scoop","An alternative Discord client made with C++/gtkmm"
"AbaReplace","2.5","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"ABBYYFineReader","15.0.112.2130","2023-02-06T05:16:33Z","kkzzhizhou/scoop-zapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","在数字化工作场所转换、编辑、共享和协作处理PDF和扫描件"
"abc","1.0.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Command-line tool to interact with appbase.io"
"AbiWordPortable","2.8.6_Rev_3","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Word processor"
"AbiWordPortableTest","2.9.2_Rev_2","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Word processor"
"abricotine","1.1.4","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Markdown editor with inline preview"
"absolutetouch","1.4.1","2023-02-06T08:08:36Z","beerpiss/scoop-bucket","2023-02-06T08:08:36Z","beerpiss/scoop-bucket","Synaptics ""absolute mode"" emulation in software"
"absolutetouchex","1.1.0","2023-02-06T08:08:36Z","beerpiss/scoop-bucket","2023-02-06T08:08:36Z","beerpiss/scoop-bucket","Absolute cursor movements on precision touchpads"
"abstreet","0.3.39","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Transportation planning and traffic simulation software for creating cities friendlier to walking, biking, and public transit."
"ac-aoks","11.10","2023-02-06T16:40:27Z","AntonOks/scoop-aoks","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Easily change file and folder properties with a right-click in Explorer."
"acadbp","0.6.1","2023-01-17T04:29:50Z","k-awata/scoop-bucket","2023-01-17T04:29:50Z","k-awata/scoop-bucket","Batch processing utility using accoreconsole in AutoCAD or LT"
"AccentApplicator-UserInstall","1.0.3.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Accent Applicator. Is a light program for Windows 10 that applies your accent color to some UI elements in desktop apps by updating System Colors"
"accentcolorizer","1.1.19","2023-02-06T12:59:19Z","Zliced13/MyScoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A small application that allows for colorizing Windows with an accent color of your choice, without modifying system files. It patches Windows theme data in-memory and recolorizes everything as soon as you change the accent color."
"accentcolorizer-static","1.1.19","2023-02-06T12:59:19Z","Zliced13/MyScoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A small application that allows for colorizing Windows with an accent color of your choice, without modifying system files. It patches Windows theme data in-memory and recolorizes everything as soon as you change the accent color. (No vcredist needed)"
"accesschk","6.15","2023-01-25T20:29:58Z","niheaven/scoop-sysinternals","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A command-line tool for viewing the effective permissions on files, registry keys, services, processes, kernel objects, and more."
"accessenum","1.35","2023-01-25T20:29:58Z","niheaven/scoop-sysinternals","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Shows you who has what access to directories, files and Registry keys on your systems."
"accesser","0.7.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A tool which can help you bypass SNI RST"
"accessibility-insights","1.1.2213.01","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Accessibility Insights for Windows is the project for Accessibility tools on the Windows platform(Production Edition)."
"accessibility-insights-canary","1.1.2227.01","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Accessibility Insights for Windows is the project for Accessibility tools on the Windows platform(Canary Edition)."
"accessibilityinsights","1.1","2023-01-30T03:25:16Z","wangzq/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"AccountManager","2.10","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Manages the password, full name and description of local accounts on multiple remote systems. "
"ace","1.9","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","ace is an emulator capable of running a selection of games from the Capcom CPS1 and CPS2, the SNK NeoGeo and the Sega System 16 and System 18. The project was discontinued as the author had a hard drive crash and lost the source code."
"ace32","1.5","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","ACE 32 - A Dos emulator for the Jupiter ACE."
"ACG-Power","3.0.2.1","2023-02-05T15:12:02Z","Darkatse/Scoop-KanColle","2023-02-05T15:12:02Z","Darkatse/Scoop-KanColle","另一个ACG相关网站辅助工具"
"ack","3.6.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A tool like grep, optimized for programmers"
"acm","1.00","2023-02-06T16:29:44Z","ScoopInstaller/Nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Disable/enable ActiveX components on Internet Explorer browser."
"acme","0.97","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","multi-platform cross assembler for 6502/6510/65816 cpu"
"acmekit","3.1","2023-02-06T09:33:13Z","echoiron/echo-scoop","2023-02-06T09:33:13Z","echoiron/echo-scoop","飞扬时空制作的精选实用小工具合集，通过 CLaunch 软件快速调用"
"acmesharp","0.9.1.326","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An ACME (Let's Encrypt) client library and PowerShell client for the .NET platform"
