"Name","Version","FirstDate","FirstBucket","LastDate","LastBucket","Description"
"nicotine-plus","3.2.8","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Graphical client for the Soulseek file sharing network"
"nifskope","2.0.dev7","2023-02-06T17:40:34Z","maokwen/scoop-bucket","2023-02-06T17:40:34Z","maokwen/scoop-bucket","A tool for opening and editing the NetImmerse file format (NIF)"
"nightfall-server","1.0.1","2023-02-02T19:05:16Z","TheLastZombie/scoop-bucket","2023-02-02T19:05:16Z","TheLastZombie/scoop-bucket","An (online) system updater for Nintendo Switch made with borealis."
"nilesoft-shell","1.7","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A context menu extender that lets you handpick the items to integrate into Windows File Explorer context menu."
"nilesoft-shell_fixed","1.8","2023-02-06T12:59:19Z","Zliced13/MyScoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A context menu extender that lets you handpick the items to integrate into Windows File Explorer context menu."
"NilesoftShell-Portable","1.8","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nilesoft Shell. A context menu extender that lets you handpick the items to integrate into Windows File Explorer context menu."
"nim","1.6.10","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A statically typed compiled systems programming language, which combines successful concepts from mature languages like Python, Ada and Modula."
"nim-nightly","2020-04-29-devel-800ce5b","2020-09-11T01:11:48Z","gwimm/scoop_bucket","2020-09-11T01:11:48Z","gwimm/scoop_bucket","Nim is a statically typed compiled systems programming language. It combines successful concepts from mature languages like Python, Ada and Modula. "
"nim@1.0.2","1.6.10","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A statically typed compiled systems programming language, which combines successful concepts from mature languages like Python, Ada and Modula."
"nim@1.0.2-x32","1.6.10","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A statically typed compiled systems programming language, which combines successful concepts from mature languages like Python, Ada and Modula."
"nim@1.0.2-x64","1.6.10","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A statically typed compiled systems programming language, which combines successful concepts from mature languages like Python, Ada and Modula."
"nim@1.0.4","1.6.10","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A statically typed compiled systems programming language, which combines successful concepts from mature languages like Python, Ada and Modula."
"nim@1.0.4-x32","1.6.10","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A statically typed compiled systems programming language, which combines successful concepts from mature languages like Python, Ada and Modula."
"nim@1.0.4-x64","1.6.10","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A statically typed compiled systems programming language, which combines successful concepts from mature languages like Python, Ada and Modula."
"nimble-completion","1.0.0","2020-10-27T06:03:08Z","roose/scoop-tools","2020-10-27T06:03:08Z","roose/scoop-tools",""
"nimbleset","2.2.0.41590","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Simple tool for quickly comparing lists."
"nimbletext","3.1.0.33266","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Text manipulation and code generation tool"
"nimotsu","1.3.3","2023-02-01T02:52:11Z","arrow2nd/scoop-bucket","2023-02-01T02:52:11Z","arrow2nd/scoop-bucket","CLI tool to tracking packages in Japan 📦"
"ninja","1.11.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A small build system with a focus on speed."
"ninja-kitware","1.11.1.g95dee.kitware.jobserver-1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A small build system with a focus on speed (Kitware fork with jobserver support)."
"ninja@1.10.2","1.10.2","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A small build system with a focus on speed."
"nintendont-updater","1.2.2","2023-01-05T07:09:09Z","WiiDatabase/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Updater for Nintendont."
"nintendulator","0.985","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","NES emulator for Windows "
"nip2","8.7.0","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A spreadsheet-like GUI for libvips."
"Niramit","nightly","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Thai National Font. The name 'Niramit' means being invented by magic."
"nircmd","2.86","2022-06-21T16:00:55Z","kodybrown/scoop-nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","NirCmd is a small command-line utility that allows you to do some useful tasks without displaying any user interface. By running NirCmd with simple command-line option, you can write and delete values and keys in the Registry, write values into INI file, dial to your internet account or connect to a VPN network, restart windows or shut down the computer, create shortcut to a file, change the created/modified date of a file, change your display settings, turn off your monitor, open the door of your CD-ROM drive, and more..."
"nircmd-both","2.86","2021-04-01T08:28:48Z","thscott/scoop-bucket","2021-04-01T08:28:48Z","thscott/scoop-bucket","Execute various system wide tasks."
"nirext","1.01","2022-06-21T16:00:55Z","kodybrown/scoop-nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Adds 3 useful context menu extensions to your Windows Explorer environment."
"nirlauncher","1.23.69","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","More than 200 portable freeware utilities for Windows, all of them developed for NirSoft Web site during the last few years (no shortcuts)"
"nirlauncher-ims","1.23.69","2023-02-06T16:41:53Z","ImMakSpy/scoop-bucket-iammakspy","2023-02-06T16:41:53Z","ImMakSpy/scoop-bucket-iammakspy","More than 200 portable freeware utilities for Windows, all of them developed for NirSoft Web site during the last few years"
"nirlauncher.schinese","1.23.69","2023-02-05T16:35:39Z","echizenryoma/Scoop","2023-02-05T16:35:39Z","echizenryoma/Scoop","Most of NirSoft utilities are translated to other languages by volunteers from around the world. In the following section, you can download all translations of the desired language in one zip file, and extract them into NirSoft folder with all other utilities. After you do that, you'll be able to use the utilities of NirSoft in your preferred language, as long as there is a translation file for the utility that you use."
"nirsoft-dllexportviewer","1.66","2021-04-29T18:19:38Z","alextwothousand/scoop-bucket","2021-04-29T18:19:38Z","alextwothousand/scoop-bucket","This utility displays the list of all exported functions and their virtual memory addresses for the specified DLL files. You can easily copy the memory address of the desired function, paste it into your debugger, and set a breakpoint for this memory address. When this function is called, the debugger will stop in the beginning of this function.  For example: If you want to break each time that a message box is going to be displayed, simply put breakpoints on the memory addresses of message-box functions: MessageBoxA, MessageBoxExA, and MessageBoxIndirectA (or MessageBoxW, MessageBoxExW, and MessageBoxIndirectW in unicode based applications) When one of the message-box functions is called, your debugger should break in the entry point of that function, and then you can look at call stack and go backward into the code that initiated this API call."
"NirsoftAdvancedRun-Portable","1.51","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft AdvancedRun. A simple tool for Windows that allows you to run a program with different settings that you choose."
"NirsoftControlMyMonitor-Portable","1.36","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft ControlMyMonitor. Allows you view and modify the settings of your monitor (Also known as 'VCP Features'), like brightness, contrast, sharpness, red/green/blue color balance, OSD Language, Input Port (VGA , DVI , HDMI ) and more..."
"NirsoftCurrPorts-Portable","2.66","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft CurrPorts. A network monitoring software that displays the list of all currently opened TCP/IP and UDP ports on your local computer."
"NirsoftFolderChangesView-Portable","2.32","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft FolderChangesView. A simple tool that monitors the folder or disk drive that you choose and lists every filename that is being modified, created, or deleted while the folder is being monitored."
"NirsoftInstalledAppView-Portable","1.06","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft InstalledAppView. A tool for Windows 10 that displays the details of Windows 10 apps installed on your system."
"NirsoftMultiMonitorTool-Portable","2.00","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft MultiMonitorTool. A small tool that allows you to do some actions related to working with multiple monitors."
"NirsoftNetworkOpenedFiles-Portable","1.53","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft NetworkOpenedFiles. A simple tool for Windows that displays the list of all files that are currently opened by other computers on your network."
"NirsoftRegFromApp-Portable","1.33","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft RegFromApp. Monitors the Registry changes made by the application that you selected, and creates a standard RegEdit registration file (.reg) that contains all the Registry changes made by the application."
"NirsoftRegistryChangesView-Portable","1.29","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft RegistryChangesView. A tool for Windows that allows you to take a snapshot of Windows Registry and later compare it with another Registry snapshots, with the current Registry or with Registry files stored in a shadow copy created by Windows."
"NirsoftUninstallView-Portable","1.48","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft UninstallView. A tool for Windows that collects information about all programs installed on your system and displays the details of the installed programs in one table. You can use it to get installed programs information for your local system, for remote computer on your network, and for external hard-drive plugged to your computer. It also allows you to easily uninstall a software on your local computer and remote computer (Including quiet uninstall if the installer supports it)"
"NirsoftWifiInfoView-Portable","2.77","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft WifiInfoView. Scans the wireless networks in your area and displays extensive information about them,"
"NirsoftWirelessNetworkWatcher-Portable","2.30","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Nirsoft Wireless Network Watcher. A small utility that scans your wireless network and displays the list of all computers and devices that are currently connected to your network."
"nitric","1.14.3","2022-12-19T00:07:13Z","nitrictech/scoop-bucket","2022-12-19T00:07:13Z","nitrictech/scoop-bucket","Nitric CLI"
"nitroshare","0.3.4","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A cross-platform network file transfer application designed to make transferring any file to any device as painless as possible."
"NitroShare-Portable","0.3.4","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","NitroShare. A cross-platform network file transfer application designed to make transferring any file to any device as painless as possible."
"nixpacks","1.3.1","2023-02-05T04:32:10Z","warexify/scoop-edk2-buildtools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Generate an OCI compliant image based off app source."
"nk2edit","3.45","2023-02-06T16:29:44Z","ScoopInstaller/Nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Full NK2 (AutoComplete) editor for Microsoft Outlook"
"nk2view","1.43","2022-06-21T16:00:55Z","kodybrown/scoop-nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","View the content of Outlook AutoComplete .NK2 file."
"nkf","2.1.5.1","2020-07-29T02:37:34Z","dooteeen/scoop-for-jp","2023-02-05T09:01:46Z","tar80/scoop-bucket","Network Kanji Filter"
"nlmsx","0.48","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","NLMSX is an emulator for the MSX, MSX2, MSX2+ and MSX Turbo-R computers."
"nmap","7.93","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Network exploration and security auditing utility."
"nmap-cmd","7.92","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Network exploration and security auditing command utility(No GUI)."
"nmap-portable","7.93","2023-02-06T12:33:12Z","akirco/aki-apps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Network exploration and security auditing utility."
"nmkoder","1.10.0","2023-02-06T12:59:19Z","Zliced13/MyScoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A video encoding, muxing, and analysis GUI in Winforms, built around FFmpeg, FFprobe, and av1an."
"nms-save-editor","1.11.3","2023-02-01T03:27:00Z","jcwillox/scoop-bucket","2023-02-01T03:27:00Z","jcwillox/scoop-bucket","No Man's Sky save editor"
"nncp","2021.06.01","2023-01-22T14:30:52Z","littleli/scoop-garage","2023-01-22T14:30:52Z","littleli/scoop-garage","NNCP is an experiment to build a practical lossless data compressor with neural networks"
"nnnesterj","0.23","2023-02-06T08:12:55Z","icecreamZeng/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","a Nintendo - NES Emulator on the Windows platform"
"no2k6","1.1","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","nocash Atari 2600 emulator/debugger for windows."
"noaa-apt","1.4.0","2023-02-05T15:25:57Z","KnotUntied/scoop-knotuntied","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","NOAA APT weather satellite image decoder, for Linux, Windows, RPi 2+ and OSX"
"noc","0.1.0","2021-11-15T16:47:50Z","Cologler/cologler-scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Run sub process without console"
"noc64","1.1","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","nocash C64 emulator - Emulates cpu, memory, video, keyboard, joysticks, timers. Supports single file cassette loading (.PRG or .P00 files). Local keyboard support. Fast boot and fast intro/memcopy mechanisms. Fully featured debugger with breakpoints, symbolic debug info (labels), automatic I/O and Kernal disassembler comments, vram viewer, built-in assembler/disassembler supports native/nocash syntaxes, upload to real C64 function, help includes built-in C64 programming specs."
"nocodb-aoks","0.104.3","2023-02-06T16:40:27Z","AntonOks/scoop-aoks","2023-02-06T16:40:27Z","AntonOks/scoop-aoks","Open Source Airtable Alternative - turns any MySQL, Postgres, SQLite into a Spreadsheet with REST APIs."
"nocpc","1.8","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","nocash Amstrad/Schneider CPC Emulator/Debugger for DOS/Windows."
"node-compiler","1.5.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Ahead-of-time (AOT) Compiler designed for Node.js"
"nodejs","19.6.0","2023-02-05T21:10:52Z","brave-simpletons/scoop-the-business","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An asynchronous event driven JavaScript runtime designed to build scalable network applications."
"nodejs-bin","19.6.0","2023-02-02T16:37:04Z","wzv5/ScoopBucket","2023-02-02T16:37:04Z","wzv5/ScoopBucket","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"nodejs-lts","18.14.0","2023-02-05T21:10:52Z","brave-simpletons/scoop-the-business","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications. (Long Term Support)"
"nodejs-lts-10","10.16.3","2021-11-22T10:05:32Z","iamsilvio/scoop-bucket-deleteonerror","2021-11-22T10:05:32Z","iamsilvio/scoop-bucket-deleteonerror","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications. (Long Term Support)"
"nodejs-lts-np","18.14.0","2023-02-02T20:06:30Z","TheRandomLabs/scoop-nonportable","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","JavaScript runtime environment."
"Nodejs-LTS-TaobaoMirror","19.13.0","2023-02-03T06:33:29Z","zhihaofans/Milk","2023-02-03T06:33:29Z","zhihaofans/Milk","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"Nodejs-LTS-tuna","19.13.0","2023-02-03T06:33:29Z","zhihaofans/Milk","2023-02-03T06:33:29Z","zhihaofans/Milk","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"nodejs-np","19.6.0","2023-02-02T20:06:30Z","TheRandomLabs/scoop-nonportable","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","JavaScript runtime environment."
"Nodejs-TaobaoMirror","19.4.0","2023-02-03T06:33:29Z","zhihaofans/Milk","2023-02-03T06:33:29Z","zhihaofans/Milk","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"Nodejs-tuna","19.4.0","2023-02-03T06:33:29Z","zhihaofans/Milk","2023-02-03T06:33:29Z","zhihaofans/Milk","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"Nodejs-Win7","12.16.2","2023-02-03T06:33:29Z","zhihaofans/Milk","2023-02-03T06:33:29Z","zhihaofans/Milk","(Nodejs for win7) As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"Nodejs-Win7-TaobaoMirror","12.16.2","2023-02-03T06:33:29Z","zhihaofans/Milk","2023-02-03T06:33:29Z","zhihaofans/Milk","(nodejs for win7) As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"nodejs@0.12.7","0.12.7","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@10.4.0","19.6.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@12.9.0","19.6.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"nodejs@4.0.0","4.0.0","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@6.10.3","6.10.3","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@6.9.5","6.9.5","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@7.10.0","7.10.0","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@7.5.0","7.5.0","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@8.16.2","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@8.9.4","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@9.4.0","19.6.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@lts","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@lts-10.15.3","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications. (Long Term Support)"
"nodejs@lts-10.16.3","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications. (Long Term Support)"
"nodejs@lts-12.17.0","19.6.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"nodejs@lts-6.10.3","6.10.3","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@lts-6.9.5","6.9.5","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@lts-8.11.2","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@lts-8.16.2","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs@lts-8.9.4","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"nodejs010","0.10.48","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs012","0.12.18","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs10","10.24.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs11","11.15.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs12","12.22.12","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs12-tuna","12.22.12","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications. (Long Term Support)"
"nodejs14","14.21.2","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"nodejs14-tuna","14.21.2","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications. (Long Term Support)"
"nodejs16","16.19.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"nodejs16-tuna","16.19.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications. (Long Term Support)"
"nodejs18","18.14.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","As an asynchronous event driven JavaScript runtime, Node is designed to build scalable network applications."
"nodejs18-tuna","18.14.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An asynchronous event driven JavaScript runtime designed to build scalable network applications(Download from TUNA mirror)."
"nodejs4","4.9.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs5","5.12.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs6","6.17.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs7","7.10.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs8","8.17.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"nodejs9","9.11.2","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A JavaScript runtime built on Chrome's V8 JavaScript engine."
"noesis","v4466","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Noesis is a tool for previewing and converting between hundreds of model, image, and animation formats. It utilizes a robust plugin system, with support for native extension modules and Python scripts. The plugin/script API features hundreds of functions and interfaces which assist in developing new formats, tools, and visualization aids. Noesis also features processing, conversion, and visualization options for many different types of volume data, including medical imaging formats such as Analyze 7.5, NifTI-1, and DICOM."
"noextrun","unversioned","2019-07-12T09:16:46Z","excitoon/scoop-user","2019-07-12T09:16:46Z","excitoon/scoop-user",""
"nog-nightly","nightly","2023-02-04T06:02:30Z","younger-1/scoop-it","2023-02-04T06:02:30Z","younger-1/scoop-it","A tiling window manager for Windows"
"nogba","2.8e","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","no$gba is one of if not the best Nintendo DS Emulator available, is sadly Windows only but offers some of the best compatibility and performance available for NDS Emulators."
"nogmb","2.5","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","No$gmb is a emulator for gameboy, pocket gameboy, super gameboy, and color gameboy, like the other no$-emulators it's including a comfortable debugger, so that it's more a serious development tool than just a emulator."
"nohboard","1.3.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A keyboard visualizer"
"nohttp-cli","0.0.11","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A utility for finding and replacing http URLs using nohttp."
"noisy-shuttle","0.2.1","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Secure proxy service indistinguishable from whitelisted TLS website."
"nolsp","1.0.0.1","2023-01-07T08:45:23Z","artiga033/Armory","2023-01-07T08:45:23Z","artiga033/Armory","Prevents Winsock LSP DLL being loaded into specific process."
"nomachine-enterprise","7.10.2","2023-02-03T04:11:53Z","42wim/scoop-bucket","2023-02-03T04:11:53Z","42wim/scoop-bucket","NoMachine is a remote-control tool, available for multiple platforms."
"NoMachine-Install","8.1.2","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","NoMachine. A remote-control tool, available for multiple platforms"
"nomacs","3.17.2206","2023-02-06T16:38:44Z","cc713/ownscoop","2023-02-06T16:38:44Z","cc713/ownscoop","Image viewer to view all common image formats including RAW and psd images"
"nomad","1.4.3","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of microservice, batch, containerized, and non-containerized applications."
"Nomad.NET","3.2.0.2890","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
